-2.321555763483047485e-01,-3.401226699352264404e-01
-2.980875968933105469e-01,-7.455089688301086426e-01
-3.985920846462249756e-01,-2.890930771827697754e-01
-1.236341446638107300e-01,-2.191637009382247925e-01
2.666360735893249512e-01,-2.277961373329162598e-01
6.739322096109390259e-02,-2.161571234464645386e-01
4.492249488830566406e-01,-7.710731029510498047e-01
-2.807046771049499512e-01,5.114914774894714355e-01
7.293476164340972900e-02,-5.210807546973228455e-02
-2.401345819234848022e-01,-6.902788877487182617e-01
-1.295832395553588867e-01,-7.242057323455810547e-01
-2.184846550226211548e-01,-5.493372678756713867e-01
-3.746006488800048828e-01,-6.702477335929870605e-01
-2.158973515033721924e-01,-6.402795314788818359e-01
2.428728155791759491e-02,8.652780055999755859e-01
-4.183139279484748840e-02,-2.347117513418197632e-01
2.507240176200866699e-01,-4.652734994888305664e-01
2.397300451993942261e-01,-2.705048024654388428e-01
-8.683801442384719849e-02,-5.668596029281616211e-01
-1.998889446258544922e-01,-2.530346810817718506e-01
-8.841120451688766479e-02,-1.385533362627029419e-01
-2.347118854522705078e-01,1.068511843681335449e+00
-3.929315805435180664e-01,9.411244094371795654e-02
-2.950544655323028564e-01,4.104259610176086426e-01
8.784882724285125732e-02,1.076668277382850647e-01
-2.709603011608123779e-01,-6.079701185226440430e-01
-4.479132890701293945e-01,-2.810207307338714600e-01
1.974313147366046906e-02,-6.399248242378234863e-01
1.719212681055068970e-01,-6.083096861839294434e-01
-1.882730126380920410e-01,-1.511484533548355103e-01
-6.900252103805541992e-01,-6.304299831390380859e-01
2.278120070695877075e-01,-6.510113477706909180e-01
-4.469710290431976318e-01,1.675134897232055664e-01
-3.537957668304443359e-01,-1.096599325537681580e-01
-6.677918434143066406e-01,-2.495928555727005005e-01
1.527269778307527304e-04,-2.436282932758331299e-01
-5.777674540877342224e-02,-7.511740326881408691e-01
-1.095761731266975403e-01,-3.758296966552734375e-01
6.946870125830173492e-03,-8.504553437232971191e-01
-1.362492293119430542e-01,-2.218810170888900757e-01
-1.159464269876480103e-01,-5.800926089286804199e-01
-2.503671646118164062e-01,-3.655364215373992920e-01
-4.475727379322052002e-01,-4.627266526222229004e-01
-5.819700956344604492e-01,-3.204949498176574707e-01
-4.574384391307830811e-01,-8.617840409278869629e-01
-3.287755846977233887e-01,7.575610280036926270e-02
-2.243802100419998169e-01,-3.957354724407196045e-01
-1.060782819986343384e-01,-6.809856891632080078e-01
1.154689714312553406e-01,-3.249868750572204590e-01
-4.356879591941833496e-01,8.441623300313949585e-02
-3.813075646758079529e-02,3.757622241973876953e-01
6.815431267023086548e-02,-2.482502907514572144e-01
1.859821379184722900e-02,-3.724121153354644775e-01
-2.738345861434936523e-01,-1.397348493337631226e-01
-6.339206695556640625e-01,1.608407348394393921e-01
7.129233330488204956e-02,-5.134668350219726562e-01
2.034328319132328033e-02,-4.047757983207702637e-01
2.351817041635513306e-01,-2.611459791660308838e-01
-2.309293895959854126e-01,-1.280369311571121216e-01
1.294659823179244995e-01,-1.382625550031661987e-01
-1.983260363340377808e-01,-3.661060333251953125e-01
1.836707741022109985e-01,5.054057240486145020e-01
1.387006193399429321e-01,-5.496066212654113770e-01
-1.299815028905868530e-01,-2.250159978866577148e-01
