-5.672021955251693726e-02,-4.435056149959564209e-01
1.808055043220520020e-01,-9.938834309577941895e-01
3.666077554225921631e-02,-1.966913640499114990e-01
-3.354746103286743164e-01,8.368806540966033936e-02
-1.515700221061706543e-01,6.775668263435363770e-01
-1.236263215541839600e-01,6.462658941745758057e-02
1.600328646600246429e-02,4.731195047497749329e-02
-3.101043403148651123e-01,-6.810621917247772217e-02
-2.884355187416076660e-01,-6.124497056007385254e-01
3.781825304031372070e-02,1.956319063901901245e-01
1.079242452979087830e-01,-3.899389207363128662e-01
3.029455840587615967e-01,-2.557593286037445068e-01
6.529309600591659546e-02,2.836377620697021484e-01
-1.594448089599609375e-01,-4.947179257869720459e-01
7.626499235630035400e-02,-5.330988764762878418e-01
-2.693246304988861084e-01,7.442879676818847656e-01
6.272641941905021667e-03,-3.907778263092041016e-01
1.712084375321865082e-02,-2.433194667100906372e-01
1.853102892637252808e-01,-3.434667885303497314e-01
2.398263961076736450e-01,-2.119549661874771118e-01
8.133226633071899414e-02,9.570569545030593872e-02
9.142164140939712524e-02,5.876411795616149902e-01
4.047574102878570557e-02,-4.973704814910888672e-01
1.741551905870437622e-01,-3.643584251403808594e-01
-2.080238610506057739e-01,-1.274302452802658081e-01
-3.607513904571533203e-01,-4.638686776161193848e-01
-2.367811799049377441e-01,-2.733919322490692139e-01
-3.090581595897674561e-01,-4.822184443473815918e-01
-6.708209216594696045e-02,-4.053816199302673340e-01
1.268219202756881714e-01,-5.847520232200622559e-01
7.649110257625579834e-02,1.391671318560838699e-02
-2.777656726539134979e-02,-8.392693102359771729e-02
-2.096902579069137573e-02,8.109518140554428101e-02
-5.598890185356140137e-01,-3.316777348518371582e-01
1.523315161466598511e-01,-2.415173947811126709e-01
1.108482256531715393e-01,2.780945599079132080e-01
1.384544000029563904e-02,-4.976804926991462708e-02
-1.904104277491569519e-02,-7.692754268646240234e-01
-5.414574742317199707e-01,2.368122339248657227e-01
-3.537038564682006836e-01,-1.790747493505477905e-01
3.113637492060661316e-02,-3.202534914016723633e-01
2.395591884851455688e-01,6.492187976837158203e-01
9.369311481714248657e-02,-1.982619762420654297e-01
-6.016542911529541016e-01,3.044801056385040283e-01
-2.295140773057937622e-01,-5.800358057022094727e-01
-3.650680482387542725e-01,3.442847430706024170e-01
-9.703887999057769775e-02,-5.079949498176574707e-01
-4.296980202198028564e-01,-9.493578076362609863e-01
2.351469844579696655e-01,-1.699692606925964355e-01
-2.817979548126459122e-04,1.384593397378921509e-01
-4.220432043075561523e-02,-1.895701289176940918e-01
-1.248235926032066345e-01,-1.880091428756713867e-02
3.885196894407272339e-02,-3.161453604698181152e-01
-1.920129545032978058e-02,-1.388597041368484497e-01
1.241404563188552856e-01,-4.114376306533813477e-01
-1.631871908903121948e-01,-5.261025428771972656e-01
-1.528596729040145874e-01,-1.688323318958282471e-01
2.033379077911376953e-01,-1.092540621757507324e-01
-9.776851534843444824e-02,1.491871774196624756e-01
1.184054911136627197e-01,-1.756178289651870728e-01
4.806648939847946167e-02,-5.658628046512603760e-02
1.150976493954658508e-01,-2.083409875631332397e-01
-2.144493013620376587e-01,-6.593536734580993652e-01
1.214529573917388916e-02,-7.121162023395299911e-03
